cik,sic
1103982,2000.0
1104038,6199.0
1104485,1311.0
1104506,2834.0
1104657,3460.0
1105101,7370.0
1106213,7900.0
1106644,2834.0
1107280,7389.0
1107421,2834.0
1107843,7372.0
1108109,8062.0
1108134,6036.0
1108205,2836.0
1108426,4911.0
1108524,7372.0
1109116,4833.0
1109138,3827.0
1109242,6021.0
1109345,3827.0
1109354,3826.0
1109357,4931.0
1110607,3533.0
1110646,7372.0
1110803,3826.0
1111335,3714.0
1111485,3851.0
1111711,4931.0
1111741,1000.0
1111928,3674.0
1113169,6282.0
1113232,3559.0
1113313,6770.0
1113809,5945.0
1114483,3845.0
1114925,3576.0
1114927,6035.0
1114936,7372.0
1114995,3679.0
1116132,3100.0
1116463,3841.0
1116942,3672.0
1117057,2030.0
1117228,4991.0
1117297,7389.0
1119083,7371.0
1119190,5000.0
1119643,2833.0
1119769,3663.0
1119774,2836.0
1120193,6200.0
1120370,3360.0
1120914,7372.0
1120970,2860.0
1121484,3533.0
1121788,3812.0
1121795,7372.0
1122020,8200.0
1122904,3576.0
1122976,2821.0
1123360,7389.0
1123494,3826.0
1123596,5812.0
1124105,2834.0
1124198,1600.0
1124524,2834.0
1124796,3674.0
1125345,2834.0
1125376,8051.0
1126328,6321.0
1126741,3674.0
1126956,4924.0
1127371,6022.0
1127475,7389.0
1127537,3841.0
1128189,2834.0
1128281,4581.0
1128361,6021.0
1128928,2000.0
1130144,6022.0
1130166,5099.0
1130310,4911.0
1130464,4911.0
1130598,2834.0
1130713,5961.0
1131312,1382.0
1131903,7374.0
1132105,5940.0
1132509,8741.0
1132651,6021.0
1133062,7389.0
1133311,7310.0
1133416,2834.0
1133421,3812.0
1133798,5084.0
1133818,2834.0
1133869,2834.0
1134115,1000.0
1134765,2833.0
1134982,6411.0
1136869,3842.0
1136893,7389.0
1137091,3510.0
1137774,6311.0
1137789,3572.0
1137883,2836.0
1138118,6500.0
1138476,8090.0
1138723,3841.0
1140102,7363.0
1140215,2086.0
1140536,6411.0
1140859,5122.0
1141197,1311.0
1141240,2800.0
1141284,3669.0
1141391,7389.0
1141688,6021.0
1142417,4833.0
1142750,7363.0
1144215,3640.0
1144879,7374.0
1144967,6029.0
1144980,5500.0
1145197,3841.0
1145255,6282.0
1145604,2834.0
1145986,5030.0
1156039,6324.0
1156041,1311.0
1156375,6200.0
1157075,2836.0
1157408,8200.0
1157601,2834.0
1157647,6035.0
1158114,3674.0
1158172,7389.0
1158324,4899.0
1158449,5531.0
1158463,4512.0
1158780,2836.0
1158895,3841.0
1159036,2836.0
1159152,3272.0
1160308,2834.0
1161728,4900.0
1162194,2834.0
1162283,6200.0
1162896,1311.0
1163165,2911.0
1163370,6035.0
1163389,6022.0
1163609,2070.0
1163668,6022.0
1163739,1381.0
1164727,1040.0
1164863,3050.0
1165002,6282.0
1166003,4700.0
1166663,4412.0
1166691,4841.0
1166708,3949.0
1166928,6022.0
1167419,6199.0
1168455,6153.0
1169561,7372.0
1169770,6021.0
1170010,5500.0
1171008,1000.0
1171155,4731.0
1171326,8742.0
1171486,1221.0
1171759,5812.0
1171838,6411.0
1172052,6331.0
1172069,1700.0
1172178,1000.0
1172358,1311.0
1172724,1040.0
1173204,7841.0
1173313,2834.0
1173420,1040.0
1173489,7370.0
1173514,3537.0
1174169,4911.0
1174850,6021.0
1174891,6798.0
1174922,7011.0
1174940,2834.0
1175151,3841.0
1175454,7389.0
1175680,2834.0
1176309,2834.0
1176334,5171.0
1176948,6282.0
1177394,5045.0
1177609,5331.0
1177648,2834.0
1177702,4213.0
1178253,2834.0
1178670,2834.0
1178697,3661.0
1178970,6035.0
1179821,5944.0
1179929,6324.0
1180262,5122.0
1185348,6153.0
1187953,2836.0
1190370,2390.0
1192448,3841.0
1196298,3841.0
1200375,2860.0
1201792,8200.0
1205922,2834.0
1206264,2510.0
1207179,4400.0
1210677,7374.0
1210708,7363.0
1211583,2836.0
1211805,7372.0
1212545,6022.0
1213037,2836.0
1213809,2836.0
1214816,6331.0
1217234,8071.0
1218683,6199.0
1219601,3411.0
1222333,6221.0
1224133,7372.0
1224608,6321.0
1226616,2834.0
1227282,1311.0
1227500,6022.0
1227636,3841.0
1227654,1400.0
1228454,6035.0
1228627,2834.0
1230058,6552.0
1230245,6211.0
1230524,8742.0
1232524,2834.0
1232582,6798.0
1234006,6519.0
1235468,7389.0
1235912,3841.0
1236275,5030.0
1237831,3841.0
1253689,2834.0
1253986,6798.0
1254699,5961.0
1257640,2810.0
1258602,6141.0
1259429,
1260221,3728.0
1261002,1389.0
1261333,7372.0
1261654,8200.0
1262039,3577.0
1262104,2834.0
1262823,2860.0
1262976,2750.0
1263364,1000.0
1265131,6022.0
1266806,3845.0
1267238,6399.0
1267395,6331.0
1267565,2834.0
1269026,3841.0
1269238,7389.0
1270436,6211.0
1271554,1040.0
1272842,3663.0
1273441,1311.0
1273685,6798.0
1273813,6351.0
1274494,3674.0
1274737,8071.0
1275014,3674.0
1275101,6022.0
1275158,5812.0
1275168,6022.0
1275187,3841.0
1275477,6798.0
1276187,4922.0
1276520,6311.0
1277902,6022.0
1278021,6211.0
1278027,2000.0
1278680,6221.0
1278752,
1279620,6512.0
1279704,2834.0
1279715,6282.0
1280058,7372.0
1280263,3674.0
1280452,3674.0
1280776,2834.0
1280784,
1281761,6021.0
1281895,2834.0
1281984,6199.0
1282224,7200.0
1282571,1000.0
1282631,3674.0
1282637,2860.0
1282648,1311.0
1282980,3843.0
1283699,4812.0
1284812,6282.0
1285550,3841.0
1285785,2870.0
1285819,2834.0
1286043,6798.0
1286139,7374.0
1286613,8200.0
1286681,5140.0
1287032,
1287098,8731.0
1287213,3531.0
1287750,
1287865,6798.0
1288403,1311.0
1288469,3674.0
1288770,1000.0
1288847,7374.0
1288855,6021.0
1289223,1040.0
1289308,3690.0
1289340,3845.0
1289419,6282.0
1289460,5812.0
1289490,6798.0
1289848,8742.0
1289877,4412.0
1289945,4812.0
1290658,7372.0
1290677,2100.0
1290900,3714.0
1291855,3674.0
1293818,8071.0
1294133,3842.0
1295401,6021.0
1295514,2080.0
1295810,7011.0
1295947,2834.0
1296445,4911.0
1296484,4412.0
1296774,6199.0
1297184,2834.0
1297341,6035.0
1297937,7990.0
1297989,7389.0
1297996,6798.0
1298675,6798.0
1298946,6798.0
1299130,3826.0
1299709,6035.0
1299969,6500.0
1300514,7011.0
1301787,5031.0
1302215,6282.0
1304161,8742.0
1304409,1040.0
1304492,4813.0
1306830,2820.0
1307579,3590.0
1307748,6798.0
1307954,2800.0
1308027,3060.0
1308106,4400.0
1308208,4213.0
1308547,6794.0
1309082,1311.0
1309108,7389.0
1309251,2080.0
1309402,2860.0
1310488,3826.0
1310630,2833.0
1311370,6282.0
1311673,6770.0
1313310,7374.0
1314052,2836.0
1314102,3826.0
1314196,7389.0
1314727,3651.0
1315098,7372.0
1315257,2400.0
1315399,6022.0
1316835,5211.0
1317945,3430.0
1318008,5600.0
1318220,4953.0
1318268,5900.0
1318482,7311.0
1318484,5600.0
1318605,3711.0
1318885,4412.0
1319161,7900.0
1319947,5661.0
1320350,3841.0
1320461,3714.0
1320760,8742.0
1320854,3743.0
1321655,7372.0
1321732,3841.0
1321741,
1321834,2835.0
1321851,100.0
1323468,5171.0
1323885,3841.0
1324404,2870.0
1324424,4700.0
1324759,2821.0
1324948,3562.0
1325618,3841.0
1325670,6022.0
1325702,3674.0
1325964,3080.0
1326110,2836.0
1326160,4931.0
1326190,2834.0
1326200,4412.0
1326205,2834.0
1326380,5734.0
1326706,3842.0
1326732,2834.0
1326801,7370.0
1327068,6221.0
1327567,3577.0
1327607,6022.0
1327688,7374.0
1327811,7374.0
1327978,6798.0
1328237,6221.0
1328581,5030.0
1328598,6221.0
1328792,3440.0
1328919,4412.0
1329099,7370.0
1329394,3674.0
1329606,4924.0
1330568,6221.0
1331421,3721.0
1331520,6022.0
1331875,6361.0
1332174,6221.0
1332349,8050.0
1332551,6798.0
1333141,8090.0
1333172,4412.0
1333274,2611.0
1333493,6411.0
1333822,3674.0
1333986,6411.0
1334036,3021.0
1334325,3812.0
1334933,1090.0
1334978,7310.0
1335105,2834.0
1335258,7900.0
1336917,2300.0
1336920,7373.0
1337013,3841.0
1337068,6035.0
1337117,5065.0
1337298,2860.0
1338929,5130.0
1338940,7371.0
1339005,3841.0
1339688,1000.0
1339970,2836.0
1340476,7372.0
1341170,4412.0
1341235,2834.0
1341317,6022.0
1341439,7372.0
1341766,2086.0
1341878,7372.0
1342338,3674.0
1342423,100.0
1342958,3663.0
1343009,2834.0
1343465,7310.0
1345016,7200.0
1345126,2510.0
1345865,4841.0
1346022,1000.0
1346287,4899.0
1346610,6200.0
1346830,2834.0
1346917,1000.0
1347178,2834.0
1347242,2834.0
1347858,2111.0
1348362,2834.0
1349436,1311.0
1349706,3690.0
1350102,3674.0
1350156,5700.0
1350593,3490.0
1350653,3841.0
1351636,7372.0
1352010,7371.0
1352952,7389.0
1353611,6221.0
1353612,6221.0
1353613,6221.0
1353614,6221.0
1353615,6221.0
1354866,3690.0
1355096,5961.0
1355790,2834.0
1355839,7370.0
1355848,7812.0
1356090,2834.0
1356093,7373.0
1356115,6798.0
1356576,2834.0
1357459,2836.0
1357615,1600.0
1357671,4522.0
1357874,2836.0
1357971,1623.0
1358190,2670.0
1358633,5734.0
1359931,2836.0
1360214,2834.0
1360442,7200.0
1360565,7372.0
1360604,6798.0
1360901,6282.0
1361113,7372.0
1361538,1623.0
1361658,7011.0
1362004,8742.0
1362190,7372.0
1362468,4512.0
1362516,4812.0
1362988,7359.0
1364250,6798.0
1364479,7350.0
1364954,8200.0
1365135,7389.0
1365388,6770.0
1365767,3576.0
1366868,4899.0
1367083,3841.0
1367644,2834.0
1367859,6035.0
1368265,4932.0
1368458,5990.0
1368514,2836.0
1368622,3721.0
1369241,4412.0
1369290,3842.0
1370053,2834.0
1370416,3510.0
1370450,8711.0
1370637,7389.0
1370755,
1370816,5600.0
1370946,3290.0
1371128,3081.0
1371285,6324.0
1371489,8742.0
1372299,2836.0
1372514,2834.0
1372612,7372.0
1372807,
1372920,8200.0
1373670,1531.0
1373715,7372.0
1374310,6200.0
1374328,2833.0
1374339,2834.0
1374567,2510.0
1374690,2834.0
1375205,1040.0
1375348,1090.0
1375365,3571.0
1375877,3674.0
1376139,2911.0
1376227,6221.0
1376231,7372.0
1376321,7370.0
1376339,3841.0
1376793,700.0
1376804,7822.0
1376986,4911.0
1377121,2834.0
1377149,3663.0
1377167,6199.0
1377630,7310.0
1377789,3663.0
1377936,
1378140,4911.0
1378590,7372.0
1378789,7359.0
1378950,5531.0
1379006,2834.0
1379041,6331.0
1379785,
1380106,3826.0
1381074,7372.0
1381197,6211.0
1381640,7011.0
1381668,6035.0
1382101,2836.0
1382574,2834.0
1383057,6221.0
1383058,6221.0
1383062,6221.0
1383082,6221.0
1383084,6221.0
1383149,6221.0
1383151,6221.0
1383312,7389.0
1383414,
1383650,4924.0
1384101,8071.0
1384195,1311.0
1384365,7371.0
1384905,7374.0
1385157,5065.0
1385280,7830.0
1385613,6331.0
1385818,2834.0
1385849,1400.0
1386044,6163.0
1386278,6199.0
1386301,7389.0
1386570,2833.0
1386716,4412.0
1387467,3674.0
1388295,7374.0
1388320,2834.0
1388658,3841.0
1389050,4922.0
1389170,4922.0
1389545,6199.0
1390478,2834.0
1390777,6022.0
1391135,2834.0
1391933,6036.0
1392326,4412.0
1392380,2860.0
1392449,2836.0
1392694,4813.0
1393052,7372.0
1393311,6798.0
1393434,2834.0
1393584,7389.0
1393726,6331.0
1393772,8731.0
1393781,3590.0
1393818,6282.0
1393883,7389.0
1394056,3571.0
1394108,2860.0
1394638,8200.0
1395937,2834.0
1395942,5500.0
1396009,1400.0
1396440,
1396536,7372.0
1396814,2834.0
1396878,6221.0
1397016,3827.0
1397183,7372.0
1397187,2300.0
1397795,8741.0
1397911,6200.0
1398659,8742.0
1398733,2834.0
1398805,3690.0
1399520,5812.0
1400810,6331.0
1400891,4832.0
1401040,2834.0
1401257,3533.0
1401521,6331.0
1401667,2834.0
1401835,1000.0
1401914,2834.0
1402057,5961.0
1402328,2834.0
1402436,7372.0
1402829,1600.0
1403161,7389.0
1403475,6022.0
1403528,6282.0
1403568,5990.0
1404281,2834.0
1404644,2834.0
1404655,7372.0
1404804,3714.0
1404912,6282.0
1405495,6794.0
1405513,6221.0
1405528,6221.0
1406587,6500.0
1406666,4899.0
1407583,1000.0
1407704,7900.0
1407973,3843.0
1408075,2650.0
1408146,1000.0
1408198,7389.0
1408443,2834.0
1408534,6035.0
1408710,3661.0
1409036,1040.0
1409171,5990.0
1409197,2834.0
1409253,8742.0
1409375,3640.0
1409493,6798.0
1409970,6141.0
1410098,2834.0
1410384,7372.0
1410428,7200.0
1410636,4941.0
1410708,2870.0
1410738,3661.0
1411207,3714.0
1411342,6500.0
1411579,7830.0
1411685,2834.0
1411690,3826.0
1412095,6159.0
1412100,6331.0
1412126,7200.0
1412408,7389.0
1412486,2834.0
1413119,2820.0
1413329,2111.0
1413447,3674.0
1413745,6199.0
1413855,6411.0
1413891,4813.0
1414382,3590.0
1414767,6199.0
1414953,2080.0
1415311,6221.0
1415332,1000.0
1415397,2833.0
1415404,4899.0
1415744,1040.0
1415921,4412.0
1416090,1040.0
1416697,5900.0
1416876,8071.0
1417663,3841.0
1417926,3841.0
1418076,
1418121,6798.0
1418135,2080.0
1418819,4899.0
1419041,2834.0
1419275,8742.0
1419536,6021.0
1419554,3842.0
1419612,3674.0
1419793,3559.0
1419806,1040.0
1419945,4400.0
1419951,7374.0
1420108,2833.0
1420368,7200.0
1420520,3674.0
1420529,8200.0
1420565,2834.0
1420720,2834.0
1420800,3842.0
1421461,1400.0
1421517,3559.0
1422142,2834.0
1422143,2834.0
1422183,
1422892,4731.0
1422930,7370.0
1423221,3350.0
1423689,6798.0
1423869,6022.0
1423902,4922.0
1424182,6798.0
1424657,5140.0
1424768,3841.0
1424864,1000.0
1424929,3751.0
1425205,2836.0
1425287,3711.0
1425292,2870.0
1425355,6199.0
1425450,3841.0
1425627,2721.0
1426800,2834.0
1427570,2834.0
1427644,4813.0
1427925,2834.0
1428205,6798.0
1428336,7389.0
1428439,4841.0
1429260,2834.0
1429393,3630.0
1429764,3690.0
1430300,5960.0
1430306,2834.0
1430723,6022.0
1430725,4412.0
1431567,6022.0
1432133,7372.0
1433195,7372.0
1433270,1311.0
1433551,5090.0
1433607,3841.0
1433642,6282.0
1433660,3550.0
1434316,2836.0
1434524,3823.0
1434588,8200.0
1434601,4832.0
1434621,6163.0
1434647,2834.0
1434728,4941.0
1434740,1040.0
1434754,4412.0
1435064,1700.0
1435617,7374.0
1436126,8711.0
1436208,2451.0
1436229,6199.0
1436425,6036.0
1437071,6798.0
1437107,4841.0
1437213,6021.0
1437226,8742.0
1437283,7372.0
1437402,2834.0
1437476,6500.0
1437479,6021.0
1437517,7372.0
1437578,8351.0
1437750,6199.0
1437925,7372.0
1437958,6022.0
1438133,3841.0
1438423,3674.0
1438461,1090.0
1438533,2834.0
1438943,1600.0
1439222,2834.0
1439264,6199.0
1439288,3560.0
1439725,8071.0
1440799,7819.0
1441236,2631.0
1441683,7372.0
1441816,7372.0
1442145,7374.0
1442236,4953.0
1442492,1311.0
1442620,1389.0
1443646,8742.0
1443669,3440.0
1443863,8093.0
1444192,2834.0
1444839,7990.0
1445305,7372.0
1445815,2834.0
1446159,6199.0
1446847,2834.0
1447028,2834.0
1447362,8071.0
1447380,7372.0
1447669,7372.0
1448038,6500.0
1448397,4412.0
1448431,7389.0
1448705,3990.0
1448893,6351.0
1449349,3841.0
1449792,3690.0
1449794,6022.0
1450704,4953.0
1450922,6221.0
1450923,6221.0
1451448,7900.0
1451505,1381.0
1451809,3674.0
1452011,2040.0
1452477,6798.0
1452804,2834.0
1453122,2750.0
1453593,3841.0
1453687,2834.0
1454742,7372.0
1454938,7370.0
1455365,2836.0
1455863,6798.0
1456189,3751.0
1456772,6500.0
1459188,5013.0
1459200,7372.0
1459839,3841.0
1459862,6221.0
1460235,6221.0
1460329,7310.0
1460702,6199.0
1462056,7372.0
1462120,6022.0
1462223,7371.0
1462418,7380.0
1463101,3674.0
1463208,4700.0
1463972,3663.0
1464165,2834.0
1464343,6141.0
1464423,6798.0
1464790,6282.0
1464865,2080.0
1465128,6798.0
1465740,6798.0
1466026,6022.0
1466085,6798.0
1466258,3822.0
1466593,4911.0
1467373,7389.0
1467623,7372.0
1467760,6798.0
1467761,3661.0
1467858,3711.0
1468174,7011.0
1468327,5990.0
1468328,8082.0
1468639,2834.0
1468748,2836.0
1468929,3841.0
1468978,7372.0
1469367,3690.0
1469443,1311.0
1470129,7372.0
1471265,6021.0
1471727,2080.0
1471781,8742.0
1471824,6221.0
1472012,2834.0
1472072,8011.0
1472091,2834.0
1472494,6221.0
1472787,6361.0
1473334,2510.0
1473490,5960.0
1474098,6798.0
1474167,5122.0
1474432,3572.0
1474627,5990.0
1474735,3621.0
1474903,7363.0
1475841,6021.0
1475922,6311.0
1476034,6022.0
1476045,6798.0
1476150,6500.0
1476204,6798.0
1476765,
1476840,7372.0
1477009,5912.0
1477294,3823.0
1477333,7372.0
1477449,8011.0
1477641,3674.0
1477720,7372.0
1477815,5812.0
1477845,2834.0
1478242,8731.0
1478320,2836.0
1478454,6022.0
1479094,6798.0
1479247,6221.0
1479419,2834.0
1479681,7389.0
1481028,3674.0
1481241,4412.0
1481443,6770.0
1481504,3721.0
1481513,3674.0
1481582,5051.0
1481792,2750.0
1482430,6798.0
1482512,6500.0
1482541,700.0
1482554,7374.0
1482981,2080.0
1483386,6221.0
1483994,7011.0
1484612,3845.0
1484674,7389.0
1484769,7812.0
1484778,5961.0
1486159,1311.0
1486957,3510.0
1487091,3585.0
1487197,2030.0
1487428,
1487718,1400.0
1487918,
1487952,3670.0
1488039,2834.0
1488139,1700.0
1488813,6022.0
1488917,3845.0
1489300,1000.0
1489393,2860.0
1489874,700.0
1490054,1311.0
1490161,2000.0
1490281,7311.0
1490873,5900.0
1490906,6035.0
1490978,2834.0
1491419,5812.0
1492298,6798.0
1492448,4899.0
1492617,7380.0
1492691,4213.0
1493137,3826.0
1493594,3674.0
1493712,3841.0
1493761,3669.0
1494259,7374.0
1494413,7389.0
1494558,8200.0
1494582,6510.0
1494891,3841.0
1494904,6331.0
1495231,7310.0
1495240,6798.0
1495320,3100.0
1495584,
1495932,6531.0
1496099,
1496443,7389.0
1496690,7389.0
1497253,2836.0
1497645,6798.0
1497649,1000.0
1497770,6199.0
1498067,7372.0
1498148,7372.0
1498372,3669.0
1498382,2834.0
1498547,6798.0
1499422,6022.0
1499543,6282.0
1499620,8200.0
1499832,4832.0
1499961,3711.0
1500198,3841.0
1500217,6798.0
1500375,6035.0
1500435,3861.0
1501585,3730.0
1501697,2836.0
1501796,2836.0
1501989,2834.0
1502292,6331.0
1502377,1040.0
1502557,8200.0
1502966,8734.0
1503274,3826.0
1503584,4412.0
1503658,6500.0
1503802,2834.0
1504008,6035.0
1504379,3281.0
1504461,4922.0
1504619,
1504678,2800.0
1504776,3851.0
1505155,7372.0
1505497,8090.0
1505732,6022.0
1505952,7372.0
1506251,2834.0
1506293,7370.0
1506307,4922.0
1506492,3845.0
1506929,1040.0
1506983,3841.0
1507079,5211.0
1507605,6199.0
1507957,3674.0
1508475,7370.0
1508478,5812.0
1508655,
1508786,3021.0
1509261,2834.0
1509470,
1509646,4833.0
1509745,2834.0
1509957,5122.0
1509991,1311.0
1510295,2911.0
1510593,7372.0
1510964,2834.0
1511337,6798.0
1511737,3663.0
1511820,5122.0
1512228,1000.0
1512499,4700.0
1512673,7372.0
1512762,2836.0
1512886,2833.0
1512922,3841.0
1513363,
1513525,2834.0
1513761,4400.0
1513845,7370.0
1514183,2834.0
1514281,6798.0
1514416,7372.0
1514443,7381.0
1514705,3312.0
1514946,2834.0
1514991,4841.0
1515139,7389.0
1515156,2890.0
1515317,1000.0
1515673,2834.0
1516513,7371.0
1516551,2834.0
1516912,6022.0
1517022,2834.0
1517175,5141.0
1517228,3663.0
1517302,6282.0
1517375,7372.0
1517389,7371.0
1517396,3577.0
1517413,7372.0
1517496,6199.0
1517681,2834.0
1518336,1531.0
1518461,3669.0
1518621,6798.0
1518715,6022.0
1519061,2821.0
1519401,6141.0
1519449,6331.0
1519751,2430.0
1520006,1311.0
1520118,6199.0
1520262,2834.0
1520358,2013.0
1520697,8093.0
1521036,2835.0
1521332,3714.0
1521951,6022.0
1522540,7372.0
1522727,4922.0
1522767,2833.0
1523836,5961.0
1524025,5600.0
1524358,6531.0
1524472,3561.0
1525221,4522.0
1525306,5065.0
1525769,5812.0
1526113,6798.0
1526119,2834.0
1526243,1040.0
1526520,7370.0
1527166,6282.0
1527352,3845.0
1527469,6311.0
1527541,6798.0
1527590,6798.0
1527599,2834.0
1527613,5900.0
1527636,7374.0
1527702,4813.0
1527728,2834.0
1527753,8071.0
1527762,6199.0
1528115,2834.0
1528172,3845.0
1528188,7374.0
1528287,3841.0
1528356,4931.0
1528396,7372.0
1528849,5712.0
1528985,6798.0
1529113,7371.0
1529192,5961.0
1529274,7372.0
1529377,6798.0
1529628,1400.0
1529864,6141.0
1530238,7374.0
1530249,6036.0
1530425,1000.0
1530721,3100.0
1530746,2834.0
1530766,3845.0
1530804,2810.0
1530950,2040.0
1530979,5961.0
1531031,6029.0
1531152,5331.0
1531177,3841.0
1532286,1389.0
1532383,1531.0
1532390,5140.0
1532619,6798.0
1533040,2834.0
1533615,6798.0
1533743,2834.0
1533924,1311.0
1533998,3841.0
1534120,2834.0
1534133,2834.0
1534154,7372.0
1534248,2834.0
1534254,
1534504,2911.0
1534525,2834.0
1534675,3211.0
1534701,2911.0
1534708,6162.0
1534969,8071.0
1535527,7372.0
1535778,
1535929,6311.0
1535955,2834.0
1536196,2834.0
1537054,4899.0
1537435,3585.0
1538263,6035.0
1538495,2834.0
1538716,6199.0
1538849,5172.0
1539638,6022.0
1539680,4899.0
1539838,1311.0
1539850,7311.0
1540159,2834.0
1540684,1400.0
1541119,6035.0
1541157,2834.0
1541401,6798.0
1543151,7389.0
1543418,1040.0
1543637,3841.0
1543652,5531.0
1544206,
1544227,2834.0
1544522,7372.0
1545236,4950.0
1546296,7370.0
1546383,5000.0
1546417,5812.0
1546652,6221.0
1546853,7372.0
1547459,5411.0
1547546,6798.0
1547903,6351.0
1549084,3569.0
1549145,2860.0
1549346,7374.0
1549595,2834.0
1549631,3823.0
1549802,5990.0
1549966,6282.0
1550453,6199.0
1550913,6798.0
1551152,2834.0
1551182,3590.0
1551306,8090.0
1551901,
1552000,4610.0
1552033,7320.0
1552189,2833.0
1552198,
1552275,2911.0
1552670,7372.0
1552797,4610.0
1552800,5700.0
1553079,6798.0
1553264,4911.0
1553643,2834.0
1553788,2080.0
1554818,7374.0
1555017,8741.0
1555279,3826.0
1555280,2834.0
1556593,6798.0
1556727,6036.0
1556739,7310.0
1556801,6500.0
1557376,2836.0
1557746,2834.0
1557798,3576.0
1558569,8731.0
1558740,7812.0
1559053,2834.0
1559720,7340.0
1559865,7374.0
1560143,4822.0
1560258,3845.0
1560293,3841.0
1560327,7372.0
1560385,4833.0
1560672,6798.0
1561032,6798.0
1561550,7372.0
1561894,6799.0
1561921,3841.0
1562088,7372.0
1562151,2080.0
1562401,6798.0
1562463,6022.0
1562528,6798.0
1562733,2833.0
1563190,6531.0
1563568,3714.0
1563665,3841.0
1563880,2834.0
1564180,4400.0
1564408,7370.0
1564708,2711.0
1564902,7990.0
1565228,3669.0
1565687,7372.0
1566044,2834.0
1566610,6199.0
1566826,3842.0
1567094,3531.0
1567683,4911.0
1567900,1000.0
1568100,7372.0
1568385,7371.0
1568651,6324.0
1568969,7371.0
1569187,6500.0
1569340,2834.0
1569345,7372.0
1569994,6035.0
1570132,5400.0
1570562,2834.0
1570585,4841.0
1570827,6282.0
1570937,3841.0
1571123,7373.0
1571283,6798.0
1571776,6798.0
1571934,6199.0
1571949,6200.0
1571996,3571.0
1572334,6021.0
1572386,2860.0
1572694,
1573221,5900.0
1573516,5500.0
1574085,6798.0
1574094,2834.0
1574197,6500.0
1574235,2834.0
1574676,8711.0
1575142,2834.0
1575515,5411.0
1575793,3663.0
1575858,2870.0
1575965,6798.0
1576018,6331.0
1576280,8071.0
1576427,7311.0
1576789,7370.0
1576873,1400.0
1576885,2836.0
1576940,1531.0
1576942,5961.0
1577437,4412.0
1577445,7373.0
1577526,7372.0
1577552,7389.0
1577670,6798.0
1578453,4400.0
1578732,6531.0
1579091,7389.0
1579157,5600.0
1579241,7381.0
1579298,5311.0
1579428,2834.0
1579684,2711.0
1579733,2000.0
1579877,6798.0
1580149,2834.0
1580262,5900.0
1580345,
1580490,6199.0
1580560,7389.0
1580670,1531.0
1580808,3576.0
1580864,5500.0
1580905,1520.0
1581068,6798.0
1581091,6531.0
1581280,2836.0
1581760,7374.0
1581804,4412.0
1581990,4610.0
1582313,2834.0
1582554,2834.0
1582961,7370.0
1582982,7372.0
1583107,2834.0
1583648,2834.0
1583708,7372.0
1583771,2834.0
1584207,6141.0
1584371,3841.0
1584480,7372.0
1584509,5812.0
1584549,100.0
1584618,1000.0
1584693,7900.0
1584831,6331.0
1585101,6798.0
1585364,2834.0
1585389,6798.0
1585521,7370.0
1585608,2834.0
1585689,7011.0
1586554,2833.0
1587523,3651.0
1587732,4924.0
1587987,6021.0
1588014,7310.0
1588084,2860.0
1588489,6221.0
1588978,3841.0
1589061,6512.0
1589149,5051.0
1589150,2834.0
1589526,3713.0
1590364,7350.0
1590418,3823.0
1590560,2834.0
1590584,7000.0
1590714,2890.0
1590715,1220.0
1590717,6798.0
1590750,2834.0
1590877,2836.0
1590895,7011.0
1590955,7372.0
1590976,3730.0
1591588,5094.0
1591670,6798.0
1591698,7372.0
1591890,6199.0
1591913,5961.0
1591956,6199.0
1592386,6211.0
1592560,8200.0
1593001,3590.0
1593184,7370.0
1593275,6331.0
1593538,6211.0
1593549,7372.0
1593899,2834.0
1594204,1000.0
1594805,7372.0
1595097,2834.0
1595248,2834.0
1595353,2834.0
1595527,6798.0
1595761,7370.0
1595974,7370.0
1596532,3576.0
1596812,2834.0
1596961,7371.0
1596967,6282.0
1596993,4412.0
1597033,7370.0
1597095,4700.0
1597672,2611.0
1597835,7372.0
1597846,8742.0
1597892,8060.0
1598428,3312.0
1598646,2834.0
1598665,6331.0
1598981,3640.0
1599117,6799.0
1599298,2834.0
1599407,8742.0
1599617,3533.0
1600033,2844.0
1600620,2834.0
1600641,5961.0
1600983,3669.0
1601046,3823.0
1601485,2834.0
1601548,8744.0
1601712,6199.0
1601830,2836.0
1602409,7372.0
1602658,6022.0
1603145,4911.0
1603345,2836.0
1603454,8071.0
1603793,1311.0
1603923,3533.0
1603978,900.0
1603993,3490.0
1604028,3086.0
1604191,4931.0
1604464,2836.0
1604665,2860.0
1604778,3674.0
1604821,8071.0
1604868,5200.0
1605057,6199.0
1605301,6022.0
1605331,6794.0
1605481,1040.0
1605888,7363.0
1606163,1700.0
1606366,5812.0
1606757,3672.0
1606909,4412.0
1607678,2834.0
1607962,3842.0
1608092,5810.0
1609065,6022.0
1609151,7372.0
1609253,1311.0
1609258,1311.0
1609550,3841.0
1609711,7373.0
1609804,2890.0
1609809,2834.0
1610250,5661.0
1610590,3844.0
1610601,7372.0
1610718,3949.0
1610853,6199.0
1610940,6221.0
1611005,4911.0
1611046,7000.0
1611052,7372.0
1611547,6500.0
1611647,2040.0
1611746,2834.0
1611747,2836.0
1611842,3841.0
1612630,6794.0
1612720,4923.0
1613103,3845.0
1613780,2836.0
1614178,7374.0
1614806,6798.0
1615063,7372.0
1615165,7374.0
1615219,2834.0
1616000,7011.0
1616156,7370.0
