date,P1,P2,P3,P4,P5,P5_P1
2016-07-01,0.06544579307758153,0.06840129012887278,0.07549028748130267,0.06623310198426689,0.06582369016667432,0.00037789708909279074
2016-08-01,-0.03607388810007813,-0.04262666358075509,-0.022953157435977693,-0.03306845685149639,-0.04985467824571841,-0.013780790145640279
2016-09-01,0.02754738789627055,0.02407404584788078,0.053608225904496536,0.038166047188007333,0.02612838412505266,-0.0014190037712178902
2016-10-01,-0.07915276555472442,-0.08128355626245629,-0.06558061110373935,-0.06673136173760201,-0.05386828914739728,0.025284476407327137
2016-11-01,-0.0268274413812419,-0.021225011207848473,-0.007227574311481412,-0.017694083060396132,-0.04740929969670901,-0.020581858315467112
2016-12-01,0.04380210879597643,0.04367364792392738,0.047864059464665806,0.06381750390995324,0.04763319628036179,0.003831087484385362
2017-01-01,-0.028669290714907494,0.009453023203421401,-0.01694034896010721,-0.01294123120167759,0.0071323639629351804,0.03580165467784267
2017-02-01,0.0032105555581475238,0.003106510295483099,-0.009211958603364457,-0.013206301211969838,-0.015270942338599096,-0.01848149789674662
2017-03-01,0.0019860453962096463,0.08270164608718104,0.021245636496427488,0.014791485742468755,-0.0014135006751711673,-0.0033995460713808134
2017-04-01,0.01164934945659371,-0.009035289424401668,0.009045442941237174,0.004940608369198012,-0.0003725327701562994,-0.01202188222675001
2017-05-01,0.05314501326485094,0.039187323086387234,0.033769177287612424,0.04245117556628543,0.02108629320165106,-0.032058720063199875
2017-06-01,-0.010106363784539382,-0.00045349465044843473,-0.003685605773616602,0.0286611667722226,-0.0011076096725875716,0.00899875411195181
2017-07-01,-0.03204455913295828,-0.02820757628114766,-0.03080981632895514,-0.027641112885337524,-0.046193665361022845,-0.014149106228064569
2017-08-01,0.0043797194919878765,-0.006277118995721916,0.002858598440789553,0.02379619480396493,-0.001744923724757208,-0.0061246432167450845
2017-09-01,-0.0515069563949716,-0.05967405624152275,-0.05713828085154565,-0.05313867742213151,-0.07437535314050796,-0.02286839674553636
2017-10-01,0.034072060548641425,0.04085254454979242,0.035050336129546104,0.018879651418550525,0.023095276287545825,-0.0109767842610956
2017-11-01,0.0567446931189902,0.05122364306369601,0.03641218723042287,0.051618553209884385,0.037888632997404005,-0.018856060121586193
2017-12-01,-0.011334168521878546,-0.0026990310103754437,-0.004294258194012544,-0.0010952683280786076,-0.011381252795460567,-4.708427358202094e-05
2018-01-01,0.11937131046352666,0.09853819678540175,0.10366725565089664,0.11561212604053127,0.1328344823110187,0.013463171847492031
2018-02-01,-0.03286727504042878,-0.03134756981299059,-0.041216547211761795,-0.03642828659402993,-0.026223170361008807,0.006644104679419973
2018-03-01,0.02503255801016368,0.009324231698396652,0.03187032143821046,0.02629183536305967,0.020067397973955226,-0.004965160036208453
2018-04-01,0.041196405560901594,0.04746050318853265,0.057879174647389016,0.03797890243427091,0.04035508801326037,-0.0008413175476412252
2018-05-01,-0.01399257237005411,0.00868546129353492,0.0069376071281745735,0.002843130555885679,0.030618929440989946,0.044611501811044056
2018-06-01,-0.08648772810350171,-0.0718409305929399,-0.07414592696698431,-0.060839803513096584,-0.04975580926130048,0.03673191884220123
2018-07-01,-0.02452003900991317,-0.03011123102566911,-0.029057972882343935,-0.02319157903921998,-0.03038439770134059,-0.005864358691427419
2018-08-01,0.024786210980445585,0.03266014692799369,0.0360554822760731,0.03195370022841091,0.025039791927025743,0.0002535809465801578
2018-09-01,5.958343658309526e-05,0.01144572529623263,0.00941924779481085,-0.004284662029779343,-0.020896000204927916,-0.02095558364151101
2018-10-01,-0.20391472943036043,-0.2041654926660068,-0.18720068928442501,-0.19654923790170925,-0.21573711931604064,-0.011822389885680212
2018-11-01,0.0961936531642824,0.08676611884821946,0.07558132777165277,0.09029648267477502,0.07101132677985028,-0.025182326384432116
2018-12-01,-0.03103603438430263,-0.014460993038138319,-0.002515175612340136,0.005060298612297484,-0.05004312742555941,-0.01900709304125678
2019-01-01,0.10850412748440277,0.09994112192517121,0.09161031243335978,0.09774782542311597,0.09907786298994212,-0.009426264494460657
2019-02-01,0.001755978653790384,0.007600977801251508,0.004423580348975029,0.008505433849858683,-0.002781763595312655,-0.004537742249103039
2019-03-01,-0.0021724741622846057,0.01037612186800704,0.0042602270431099185,-0.006701957771282392,-0.009889793473694465,-0.007717319311409859
2019-04-01,0.04603135189688055,0.044316818545796464,0.05313173498212422,0.04385913600437185,0.06942106031758204,0.02338970842070149
2019-05-01,-0.06014521169014995,-0.060392493724078025,-0.051432551223969857,-0.0618453973318388,-0.058315009313575604,0.0018302023765743441
2019-06-01,0.044116866891212914,0.04257749778465091,0.011055354357578562,0.038268865761984606,0.017605589103320253,-0.02651127778789266
2019-07-01,-0.09881585818564345,-0.0865098923233935,-0.09148099833266134,-0.08241182917255072,-0.078351636038621,0.020464222147022454
2019-08-01,-0.01763276878958972,-0.014613818860412374,-0.02430378773086219,-0.01724194827113079,-0.016501335749937503,0.0011314330396522167
2019-09-01,0.034293862223143144,0.03666017205532535,0.027797234619511845,0.03736048283766556,0.020794883210444648,-0.013498979012698496
2019-10-01,0.015367636346340176,0.010918601632621684,4.188380512268493e-06,0.0032511364418366536,0.017001079719695323,0.0016334433733551472
2019-11-01,-0.022616560827309434,0.002403971331191912,-0.0035723367455039673,-0.007900015093854847,0.001636130531461904,0.02425269135877134
2019-12-01,0.041451049185827496,0.03380795153531414,0.027339260822228775,0.04687556438575191,0.032296823895389605,-0.009154225290437891
2020-01-01,-0.036253425681039,-0.03518344269081118,-0.017584456864105456,-0.033241438190496596,-0.04503565037858666,-0.008782224697547657
2020-02-01,-0.06710138274994563,-0.07071231370206531,-0.07300784846075753,-0.08244212775316348,-0.10067701146995608,-0.03357562872001045
2020-03-01,-0.1486603785772708,-0.1419689991332411,-0.12655560710149472,-0.14610059318540505,-0.12847062526462705,0.02018975331264375
2020-04-01,0.21030058525132397,0.1926135842304853,0.1995979639734598,0.2077408583362154,0.17030987152978616,-0.03999071372153781
2020-05-01,0.09213526948485554,0.07820332554134642,0.08521000081849082,0.07524472855197735,0.04011194501371035,-0.05202332447114519
2020-06-01,0.001891099509000169,-0.012269868977268561,-0.006306291279157293,-0.005104379136518839,0.011801308403288273,0.009910208894288104
2020-07-01,0.09404966737088798,0.10050905808981538,0.09117687897014906,0.09913949563128877,0.07505200572022329,-0.018997661650664688
2020-08-01,0.025050645167443947,0.03279299495861336,0.019143601931728493,0.04223161704613833,0.044702697583558146,0.0196520524161142
2020-09-01,0.014030884200454941,0.042388082495909044,0.0281894623849051,0.046368436827265394,0.05829908028129943,0.044268196080844494
2020-10-01,-0.020950632487849338,-0.02286791008933013,-0.02421755645846192,-0.02066912761283242,-0.025376429283706158,-0.004425796795856821
2020-11-01,0.10875827576240132,0.11394888000191206,0.12449124532613397,0.12219663741767578,0.1168953410679452,0.00813706530554388
2020-12-01,0.06998418084501504,0.05554052230518096,0.05443777782766966,0.05431418102408802,0.037533886528701634,-0.032450294316313404
2021-01-01,0.010814491408167941,0.005937941419145617,0.027110940401549898,0.028227290779125176,0.005720577821187575,-0.0050939135869803665
2021-02-01,0.03158671514289501,0.025754817366807046,0.01919455420268628,0.031164181277632475,0.005498937804567541,-0.02608777733832747
2021-03-01,0.06621046343765775,0.07532962223257837,0.0860187720398844,0.09758623218098661,0.04210595460557773,-0.024104508832080027
2021-04-01,0.06766051670091666,0.08388936832593442,0.0769771569991195,0.07057298019403034,0.03166674032764921,-0.03599377637326745
2021-05-01,0.043071106554037814,0.030289393458236946,0.036008131075781866,0.04376564913863729,0.025134060433511293,-0.01793704612052652
2021-06-01,0.05785535809718669,0.06013804419005973,0.06233423994946766,0.06039424135093637,0.046228939678771744,-0.011626418418414948
2021-07-01,-0.013137478013488139,-0.020823337251269843,-0.02548019837271311,-0.020830070890270374,0.008240183831489792,0.02137766184497793
2021-08-01,-0.03453661359999251,-0.01869205882352033,-0.025007969451719025,-0.025046733752418247,-0.01611917555472681,0.0184174380452657
2021-09-01,-0.021641070873765163,-0.01647700842560788,-0.004182581348732877,-0.030603868112478578,-0.039399637128984616,-0.017758566255219453
2021-10-01,-0.0010575906639680877,0.00030347561755332314,-0.015416438005555887,-0.007833485482291574,-0.019407320818685316,-0.018349730154717227
2021-11-01,-0.09140165311606747,-0.10534950095120735,-0.11655682875090805,-0.10722337125213152,-0.07780085094194927,0.013600802174118201
2021-12-01,0.10816073158314418,0.11396110673668132,0.10786775321779757,0.1228964735783061,0.08994379529450547,-0.018216936288638713
